Kind,Model,Input,Output,Cache Write,Cache Read,Cost
"ultra","claude-4-sonnet-thinking","0","213","1,041","104,175","Included"
"ultra","claude-4-sonnet-thinking","12","197","772","42,444","Included"
"ultra","claude-4-sonnet-thinking","0","592","929","103,246","Included"
"ultra","claude-4-sonnet-thinking","13","668","4,808","37,636","Included"
"ultra","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","12","447","14,122","23,514","Included"
"Errored, Not Charged","claude-4-sonnet-thinking","0","178","831","102,415","Included"
"ultra","claude-4-sonnet-thinking","7,437","352","2,606","20,908","Included"
"ultra","claude-4-sonnet-thinking","0","769","455","101,960","Included"
"ultra","claude-4-sonnet-thinking","0","197","543","101,417","Included"
"ultra","claude-4-sonnet-thinking","0","136","801","100,616","Included"
"ultra","claude-4-sonnet-thinking","0","271","747","99,869","Included"
"ultra","claude-4-sonnet-thinking","0","296","974","98,895","Included"
"ultra","claude-4-sonnet-thinking","0","444","269","98,626","Included"
"ultra","claude-4-sonnet-thinking","1","133","739","97,887","Included"
"ultra","claude-4-sonnet-thinking","13","267","1,675","32,725","Included"
"ultra","claude-4-sonnet-thinking","13","1,243","1,255","31,470","Included"
"ultra","claude-4-sonnet-thinking","2","287","272","97,615","Included"
"ultra","claude-4-sonnet-thinking","13","211","7,995","23,475","Included"
"ultra","claude-4-sonnet-thinking","7,716","239","2,567","20,908","Included"
"ultra","claude-4-sonnet-thinking","3","136","806","96,809","Included"
"ultra","claude-4-sonnet-thinking","4","290","5,004","91,805","Included"
"Errored, Not Charged","claude-4-sonnet-thinking","4","182","366","91,439","Included"
"ultra","claude-4-sonnet-thinking","5","303","274","91,165","Included"
"ultra","claude-4-sonnet-thinking","6","138","403","90,762","Included"
"ultra","claude-4-sonnet-thinking","7","131","247","90,515","Included"
"ultra","claude-4-sonnet-thinking","8","156","827","89,688","Included"
"ultra","claude-4-sonnet-thinking","9","316","5,012","84,676","Included"
"Errored, Not Charged","claude-4-sonnet-thinking","9","186","405","84,271","Included"
"ultra","claude-4-sonnet-thinking","10","342","1,432","82,839","Included"
"ultra","claude-4-sonnet-thinking","11","635","571","82,268","Included"
"ultra","claude-4-sonnet-thinking","11","354","1,155","81,113","Included"
"ultra","claude-4-sonnet-thinking","11","263","5,195","75,918","Included"
"ultra","claude-4-sonnet-thinking","1,572","308","55,010","20,908","Included"
"ultra","claude-4-sonnet-thinking","0","810","928","76,066","Included"
"ultra","claude-4-sonnet-thinking","0","124","252","75,814","Included"
"ultra","claude-4-sonnet-thinking","0","162","455","75,359","Included"
"ultra","claude-4-sonnet-thinking","0","233","1,637","73,722","Included"
"ultra","claude-4-sonnet-thinking","0","759","4,939","68,783","Included"
"Errored, Not Charged","claude-4-sonnet-thinking","0","178","873","67,910","Included"
"ultra","claude-4-sonnet-thinking","0","744","1,312","66,598","Included"
"ultra","claude-4-sonnet-thinking","0","610","793","65,805","Included"
"ultra","claude-4-sonnet-thinking","0","333","333","65,472","Included"
"ultra","claude-4-sonnet-thinking","0","245","390","65,082","Included"
"ultra","claude-4-sonnet-thinking","0","294","342","64,740","Included"
"Errored, Not Charged","claude-4-sonnet-thinking","0","246","287","64,453","Included"
"ultra","claude-4-sonnet-thinking","0","210","257","64,196","Included"
"ultra","claude-4-sonnet-thinking","0","165","661","63,535","Included"
"ultra","claude-4-sonnet-thinking","0","496","660","62,875","Included"
"ultra","claude-4-sonnet-thinking","0","495","671","62,204","Included"
"Errored, Not Charged","claude-4-sonnet-thinking","0","506","316","61,888","Included"
"ultra","claude-4-sonnet-thinking","0","234","270","61,618","Included"
"ultra","claude-4-sonnet-thinking","0","186","751","60,867","Included"
"ultra","claude-4-sonnet-thinking","0","441","387","60,480","Included"
"ultra","claude-4-sonnet-thinking","1","135","619","59,861","Included"
"ultra","claude-4-sonnet-thinking","2","122","727","59,134","Included"
"ultra","claude-4-sonnet-thinking","2","596","444","58,690","Included"
"ultra","claude-4-sonnet-thinking","3","183","596","58,094","Included"
"ultra","claude-4-sonnet-thinking","4","141","337","57,757","Included"
"ultra","claude-4-sonnet-thinking","5","134","223","57,534","Included"
"ultra","claude-4-sonnet-thinking","6","132","673","56,861","Included"
"ultra","claude-4-sonnet-thinking","6","483","360","56,501","Included"
"ultra","claude-4-sonnet-thinking","6","247","691","55,810","Included"
"ultra","claude-4-sonnet-thinking","6","182","418","55,392","Included"
"ultra","claude-4-sonnet-thinking","7","140","717","54,675","Included"
"ultra","claude-4-sonnet-thinking","8","473","523","54,152","Included"
"ultra","claude-4-sonnet-thinking","8","297","11,495","42,657","Included"
"ultra","claude-4-sonnet-thinking","9","5,346","467","42,190","Included"
"ultra","claude-4-sonnet-thinking","10","130","676","41,514","Included"
"ultra","claude-4-sonnet-thinking","11","231","565","40,949","Included"
"ultra","claude-4-sonnet-thinking","11","183","872","40,077","Included"
"ultra","claude-4-sonnet-thinking","11","187","381","39,696","Included"
"ultra","claude-4-sonnet-thinking","11","181","994","38,702","Included"
"ultra","claude-4-sonnet-thinking","11","186","1,521","37,181","Included"
"ultra","claude-4-sonnet-thinking","11","186","288","36,893","Included"
"Errored, Not Charged","claude-4-sonnet-thinking","12","107","239","36,654","Included"
"ultra","claude-4-sonnet-thinking","13","199","1,959","34,695","Included"
"ultra","claude-4-sonnet-thinking","1,497","284","13,787","20,908","Included"
"ultra","claude-4-sonnet-thinking","9","622","765","34,470","Included"
"ultra","claude-4-sonnet-thinking","9","414","347","34,123","Included"
"ultra","claude-4-sonnet-thinking","9","265","1,062","33,061","Included"
"Errored, Not Charged","claude-4-sonnet-thinking","9","180","501","32,560","Included"
"ultra","claude-4-sonnet-thinking","10","438","299","32,261","Included"
"ultra","claude-4-sonnet-thinking","11","180","488","31,773","Included"
"ultra","claude-4-sonnet-thinking","12","274","549","31,224","Included"
"Errored, Not Charged","claude-4-sonnet-thinking","12","178","241","30,983","Included"
"ultra","claude-4-sonnet-thinking","13","178","1,081","29,902","Included"
"ultra","claude-4-sonnet-thinking","13","745","368","29,534","Included"
"ultra","claude-4-sonnet-thinking","13","260","1,093","28,441","Included"
"ultra","claude-4-sonnet-thinking","131","1,896","118,445","41,816","Included"
"ultra","claude-4-sonnet-thinking","11","820","2,042","131,993","Included"
"ultra","claude-4-sonnet-thinking","1,371","582","2,735","129,258","Included"
"ultra","claude-4-sonnet-thinking","9","483","684","131,184","Included"
"Errored, Not Charged","claude-4-sonnet-thinking","9","574","174","131,010","Included"
"ultra","claude-4-sonnet-thinking","10","140","1,752","129,258","Included"
"ultra","claude-4-sonnet-thinking","1,397","204","2,190","127,068","Included"
"Errored, Not Charged","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","11","189","1,749","127,068","Included"
"ultra","claude-4-sonnet-thinking","1,435","161","106,160","20,908","Included"
"ultra","claude-4-sonnet-thinking","13","722","2,434","46,490","Included"
"ultra","claude-4-sonnet-thinking","13","1,633","1,577","44,913","Included"
"ultra","claude-4-sonnet-thinking","13","943","4,226","40,687","Included"
"ultra","claude-4-sonnet-thinking","13","281","887","39,800","Included"
"ultra","claude-4-sonnet-thinking","13","476","16,521","23,279","Included"
"ultra","claude-4-sonnet-thinking","5,988","341","23,279","0","Included"
"ultra","claude-4-sonnet-thinking","13","180","1,659","103,037","Included"
"ultra","claude-4-sonnet-thinking","172","680","6,456","96,581","Included"
"ultra","claude-4-sonnet-thinking","14","485","1,258","41,721","Included"
"ultra","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","13","787","1,419","40,302","Included"
"ultra","claude-4-sonnet-thinking","121","268","19,394","20,908","Included"
"ultra","claude-4-sonnet-thinking","13","593","1,398","101,852","Included"
"ultra","claude-4-sonnet-thinking","13","831","5,271","96,581","Included"
"ultra","claude-4-sonnet-thinking","2,806","1,969","75,673","20,908","Included"
"ultra","claude-4-sonnet-thinking","13","381","1,175","39,004","Included"
"ultra","claude-4-sonnet-thinking","175","241","1,885","37,119","Included"
"ultra","claude-4-sonnet-thinking","13","451","1,763","37,119","Included"
"ultra","claude-4-sonnet-thinking","110","961","13,756","23,363","Included"
"ultra","claude-4-sonnet-thinking","13","556","1,338","95,204","Included"
"ultra","claude-4-sonnet-thinking","13","723","4,722","90,482","Included"
"ultra","claude-4-sonnet-thinking","137","1,602","7,510","82,972","Included"
"ultra","claude-4-sonnet-thinking","14","622","2,257","35,364","Included"
"ultra","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","13","1,514","4,205","31,159","Included"
"ultra","claude-4-sonnet-thinking","14","481","7,796","23,363","Included"
"ultra","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","1,178","464","2,455","20,908","Included"
"ultra","claude-4-sonnet-thinking","13","660","7,389","82,972","Included"
"ultra","claude-4-sonnet-thinking","2,903","1,873","62,064","20,908","Included"
"ultra","claude-4-sonnet-thinking","11","714","2,262","35,161","Included"
"ultra","claude-4-sonnet-thinking","11","1,147","607","34,554","Included"
"ultra","claude-4-sonnet-thinking","12","453","356","34,198","Included"
"ultra","claude-4-sonnet-thinking","12","209","974","33,224","Included"
"ultra","claude-4-sonnet-thinking","12","312","591","32,633","Included"
"ultra","claude-4-sonnet-thinking","12","201","546","32,087","Included"
"ultra","claude-4-sonnet-thinking","12","253","8,777","23,310","Included"
"ultra","claude-4-sonnet-thinking","7,958","408","23,310","0","Included"
"ultra","claude-4-sonnet-thinking","9","583","267","126,768","Included"
"ultra","claude-4-sonnet-thinking","10","189","402","126,366","Included"
"ultra","claude-4-sonnet-thinking","10","281","754","125,612","Included"
"ultra","claude-4-sonnet-thinking","10","612","321","125,291","Included"
"ultra","claude-4-sonnet-thinking","11","267","374","124,917","Included"
"ultra","claude-4-sonnet-thinking","11","247","508","124,409","Included"
"ultra","claude-4-sonnet-thinking","11","309","849","123,560","Included"
"ultra","claude-4-sonnet-thinking","12","463","271","123,289","Included"
"ultra","claude-4-sonnet-thinking","13","148","4,869","118,420","Included"
"ultra","claude-4-sonnet-thinking","1,441","1,777","97,512","20,908","Included"
"ultra","claude-4-sonnet-thinking","9","582","548","118,212","Included"
"ultra","claude-4-sonnet-thinking","9","298","369","117,843","Included"
"ultra","claude-4-sonnet-thinking","9","242","735","117,108","Included"
"Errored, Not Charged","claude-4-sonnet-thinking","9","131","431","116,677","Included"
"ultra","claude-4-sonnet-thinking","9","319","354","116,323","Included"
"ultra","claude-4-sonnet-thinking","9","204","292","116,031","Included"
"ultra","claude-4-sonnet-thinking","9","207","447","115,584","Included"
"ultra","claude-4-sonnet-thinking","9","262","601","114,983","Included"
"Errored, Not Charged","claude-4-sonnet-thinking","10","299","335","114,648","Included"
"ultra","claude-4-sonnet-thinking","10","303","703","113,945","Included"
"ultra","claude-4-sonnet-thinking","11","625","2,064","111,881","Included"
"ultra","claude-4-sonnet-thinking","1,611","247","90,973","20,908","Included"
"Errored, Not Charged","claude-4-sonnet-thinking","0","0","0","0","Included"
"Errored, Not Charged","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","7","776","242","111,238","Included"
"ultra","claude-4-sonnet-thinking","8","126","1,802","109,436","Included"
"ultra","claude-4-sonnet-thinking","8","897","1,448","107,988","Included"
"ultra","claude-4-sonnet-thinking","8","525","296","107,692","Included"
"ultra","claude-4-sonnet-thinking","8","191","1,024","106,668","Included"
"ultra","claude-4-sonnet-thinking","8","525","1,546","105,122","Included"
"ultra","claude-4-sonnet-thinking","8","791","2,947","102,175","Included"
"ultra","claude-4-sonnet-thinking","8","1,430","1,823","100,352","Included"
"ultra","claude-4-sonnet-thinking","8","892","492","99,860","Included"
"ultra","claude-4-sonnet-thinking","8","278","581","99,279","Included"
"ultra","claude-4-sonnet-thinking","9","273","405","98,874","Included"
"ultra","claude-4-sonnet-thinking","9","298","386","98,488","Included"
"ultra","claude-4-sonnet-thinking","10","271","1,000","97,488","Included"
"ultra","claude-4-sonnet-thinking","10","167","205","97,283","Included"
"ultra","claude-4-sonnet-thinking","10","146","216","97,067","Included"
"ultra","claude-4-sonnet-thinking","11","115","673","96,394","Included"
"ultra","claude-4-sonnet-thinking","12","205","2,044","94,350","Included"
"ultra","claude-4-sonnet-thinking","1,357","669","94,350","0","Included"
"ultra","claude-4-sonnet-thinking","12","816","606","82,879","Included"
"ultra","claude-4-sonnet-thinking","12","408","3,017","79,862","Included"
"ultra","claude-4-sonnet-thinking","12","1,068","243","79,619","Included"
"ultra","claude-4-sonnet-thinking","13","189","1,224","78,395","Included"
"Errored, Not Charged","claude-4-sonnet-thinking","13","204","454","77,941","Included"
"ultra","claude-4-sonnet-thinking","13","283","1,108","76,833","Included"
"ultra","claude-4-sonnet-thinking","13","793","3,973","72,860","Included"
"ultra","claude-4-sonnet-thinking","13","282","3,873","68,987","Included"
"ultra","claude-4-sonnet-thinking","480","1,327","68,987","0","Included"
"ultra","claude-4-sonnet-thinking","13","462","1,200","68,156","Included"
"ultra","claude-4-sonnet-thinking","13","642","763","67,393","Included"
"ultra","claude-4-sonnet-thinking","13","419","1,281","66,112","Included"
"ultra","claude-4-sonnet-thinking","13","686","1,227","64,885","Included"
"ultra","claude-4-sonnet-thinking","13","744","9,440","55,445","Included"
"ultra","claude-4-sonnet-thinking","235","400","32,369","23,076","Included"
"ultra","claude-4-sonnet-thinking","11","1,070","14,755","40,292","Included"
"ultra","claude-4-sonnet-thinking","11","154","5,043","35,249","Included"
"ultra","claude-4-sonnet-thinking","11","163","5,045","30,204","Included"
"ultra","claude-4-sonnet-thinking","11","164","141","30,063","Included"
"ultra","claude-4-sonnet-thinking","12","103","6,987","23,076","Included"
"ultra","claude-4-sonnet-thinking","6,691","271","23,076","0","Included"
"ultra","claude-4-sonnet-thinking","11","419","429","102,337","Included"
"ultra","claude-4-sonnet-thinking","11","160","185","102,152","Included"
"ultra","claude-4-sonnet-thinking","12","163","188","101,964","Included"
"ultra","claude-4-sonnet-thinking","13","166","453","101,511","Included"
"ultra","claude-4-sonnet-thinking","13","282","471","101,040","Included"
